ID,URL,Priority,Name,Description,Automation State,Domain,Created By,Variant1,Test Type,Variant2,DO NOT UPDATE - Legacy Requirements Set Name 1,DO NOT UPDATE - Legacy Requirements Set Name 2
30812,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1814?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetSIRIStatus,It is used for getting the SiriStatus of connected phone with invalid call on HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
31212,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2184?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,ClearObjectNotifications,To verify the behaviour of ClearObjectNotifications in a loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Stress
32509,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5107?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,HFP_Dial,To validate that correct 'contact name & number' is displayed on HU after editing and dialling the given number,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,HFP,2152183,Functional
35046,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8251?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Extended_Media_Control,To verify that the HU can rewind to the previous title when rewind command is sent from HU (if supported by media player on Mobile),Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
33093,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5741?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,HFP Service Connection/Disconnection,"To verify while A2DP/AVRCP is connected, disconnecting and connecting HFP in a loop of 50 iteration",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,HFP,Unassigned,Functional
30717,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1719?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,GetSignalQuality,To verify the GetSignalQuality call from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
35095,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8311?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Rewind + Fastforward + Play,To verify that the HU can seek backward after that seek fast forward from HU.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
35114,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8330?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Extended_Media_Control,To verify that the HU can switch to previous title in the playlist when backward command is sent from HF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,Media_Gen4,,Functional
35115,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8331?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Extended_Media_Control,To verify that the HU can fastforward the now playing title when fastforward command is sent from HF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,Media_Gen4,,Functional
32876,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5484?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,RefreshPB in cycle,To validate the refreshphonebook works fine in a cycle of 5 times,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Performance,PBAP,2251826,Functional
30724,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1726?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,GetInbandRinging,To verify the GetInbandRinging call from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
30816,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1818?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,ReadSubscriberNumberList,It is used for knowing the SubscriberNumber of connected phone with invalid call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30982,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1941?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_AVRCP_CtPlayItem,To verify the behaviour of BSS_AVRCP_CtPlayItem call with NOW_PLAYING scope,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
34292,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7472?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Swap Call,To verify that the HU can swap the calls while an active call is available and HU makes an outgoing call to Ref2,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,,Functional
32450,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5046?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,HFP_EndCall,To verify Once call is active end call from Remote phone end,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,IOP,HFP,"MDR_ORI_BT_167""",Functional
32744,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5349?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Contact Search,To verify Search Contact by Email,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,CCCONTELE-252,Functional
30925,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_942?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_MAP_Connect,To verify the behaviour of HU when MAP Connect with wrong BT address is sent,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Negative_Incorrect
32733,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5335?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,getItemsCount,To verify the get items count for canned message (cm) database with no filter criteria,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,CCCONTELE-100,Functional
32707,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5309?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Delete Item (Emergency Contact),To verify that an emergency contact can be deleted from emergency contact from  HU,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,,Functional
32727,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5329?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getItemsCount,To verify the get items count for phone book database when filter criteria is applied,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-100,Functional
32745,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5350?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Contact Search,To verify Search Contact by Number,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-252,Functional
34073,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7191?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connect_Disconnect,To verify Connect A2DP (HU)  than HFP (Mobile) is succesfull,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,NA,Functional
32773,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5378?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,searchContactFromDialpad,To verify the searchContactFromDialpad  API filter the contacts based on search criteria,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-465,Functional
34367,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7560?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Inband Ringing,To verify the response in case of incoming call(Inband ringing) when we try to Set handsfree ON.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,2062873,Functional
34587,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7786?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Download of SMS,To verify download of SMS when there are no SMS in Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,MAP,,Functional
30692,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1633?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,DI Value Get,To verify the behaviour of BSS_DI_GetInfo call in loop of 5 when source is CACHE,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,DI,2307062,Stress
30889,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_906?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_MAP_SetNotificationRegistration,To verify the behaviour of BSS_MAP_SetNotificationRegistration,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Functional
30865,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1867?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,ReadVRSupport,To verify knowing the VR is supported in connected in a loop on HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Stress
33899,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7012?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Gap Close (Accessibility being Connectable_only),To calculate time taken for GAP_Close when accessibility=BSS_GAP_ACCESSIBILITY_CNNECTABLE_ONLY,Automated,Bluetooth,"Kumar, Naveen",WiCoME,KPI,BSS,CTRS-NAT-1940,
32844,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5449?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Invalid number dial+ getCallList,To verify the bevahior on HU on dialling invalid number and correct data is displayed in callstack,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,2230726,Functional
32613,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5214?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Formatted Name+ SMS,To validate After contact sorting(FN GN) message sender names should also be updated,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,MAP,2310494,Functional
34668,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7868?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Download of outbox SMS,To verify abort of outbox SMS download multiple times,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,MAP,,Stress
31142,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2114?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,ControlObject,To verify the behaviour of ControlObject,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Functional
32442,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5038?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Device ID,To verify for Vendor ID information at HU,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,DID,Unassigned,Functional
30644,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1527?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getSMSCount,Validate the API to get SMS count,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,DB_Service,,Functional
35075,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8291?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,"Disconnection""",Verify HU can disconnect the A2DP/AVRCP connection 10 times,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Stress
34597,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7797?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,SMS Notification,To verify notification for SMS sent un successful,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,MAP,2448012,Functional
30395,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_479?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_SppUuidDeregister,To verify the behaviour of BSS_GAP_SppUuidDeregister call in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
34544,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7743?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Download of inbox SMS,To verify HU behavior when BT OFF/ON done on Mobile while download of inbox SMS is in progress,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,MAP,,Negative
30424,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_508?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_EncryptionKeySizeGet,To verify the behaviour of BSS_GAP_EncryptionKeySizeGet call in loop of 5,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
34546,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7745?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Download of inbox SMS,To verify download of inbox SMS when there are no SMS in inbox,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,MAP,,Functional
33926,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7039?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,A2DP Connection (iphone),To calculate time taken for A2DP service connection for a device which is already paired,Automated,Bluetooth,"Kumar, Naveen",WiCoME,KPI,BSS,CTRS-NAT-1932,
32494,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5090?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,HFP_2BT,To verify  Hold in Bluephone 1 & Active Call in Bluephone2,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,IOP,HFP,MDR_ORI_BT_96,Stress
34011,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7124?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Rename_Remote_Device_Name,"To verify remote name of Mobile can be renamed with combination of special character, numeric value and character upto 10 alphabets",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,BSS,NA,Negative
34058,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7175?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connect_Disconnect,To verify that the connections are successful when A2DP connection is first initiated by HU followed by HFP connection from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,BSS,NA,Functional
32575,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5176?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Get_SMS,To fetch the SMS using the ID,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,MAP,,Functional
34256,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7412?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Call Transfer,"To connect HFP, make outgoing call from Mobile and Move Audio OFF at HU, attend the call at Ref1",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
31071,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2030?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,PBAP_SetPhoneBook,To verify the behaviour of PBAP_SetPhoneBook with Incorrect call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PBAP,,Negative_Incorrect
34053,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7170?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Connect_Disconnect,To verify that the HFP disconnection initiated by Mobile is successful while HU and Mobile are connected with HFP and A2DP profiles,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,CTRS-PHONE-474,Functional
34321,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7514?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Conference,To verify conference during  HFP ON/OFF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,,Functional
34336,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7529?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Registration Status,To verify the roaming Registration Status of Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
33036,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5671?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Pairing,To validate that pairing status appears as failure when pairing accepted at one end and not from other end,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,GAP,,Functional
30683,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1624?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,DI Value Set,To verify the behaviour of BSS_DI_SetInfo when call is incorrect,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,DI,,Negative_Incorrect
30880,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_897?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,MAP_RegisterEvents,To verify the behaviour of MAP_RegisterEvents,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Functional
32947,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5568?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Pairing&Connection,To verify BT Devices under Vicinity can be searched in a loop,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,GAP,,Stress
36823,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7490?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,3-Way Calling,"To verify that HU can hangup all the calls while an active, an on-hold and a waiting call are available on Mobile simultaneously",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
30597,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1452?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,swapCalls API,Validate the API to swap call,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
32783,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5388?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Contact Search Count,To verify Search Contact count by Email,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-389,Functional
30784,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1786?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetLockState,To verify the GetLockState call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
32719,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5321?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Phonebook,To Validate Call get image Api and store it in non-persistent memory,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,Unassigned,Functional
30788,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1790?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetHandsfree,To verify the GetHandsfree call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30792,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1794?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetSupportedFeatures,To verify the GetSupportedFeatures call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
31011,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1970?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_A2DP_Accept,To verify the behaviour of BSS_A2DP_Accept call with Incorrect Format,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Incorrect
31013,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1972?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_A2DP_Reject,To verify the behaviour of BSS_A2DP_Reject call with Incorrect Format,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Incorrect
34341,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7534?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Memory Dial,To verify speed dial from HF when no number is stored in speed dial of Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,,Negative
